,lat,lon,timestamp,amenity,name,tags
66,49.3112225,-123.0794592,2019-03-31T12:49:17.000-07:00,living_stroage,Metal Bench,"{'wheelchair': 'yes', 'note': 'Black metal, arm rests, paved surrounding', 'backrest': 'yes', 'seats': '3'}"
67,49.3116276,-123.0791362,2019-03-31T12:49:17.000-07:00,living_stroage,Silver Bench,"{'wheelchair': 'yes', 'note': 'Metal, arm rests, paved surrounding', 'backrest': 'yes', 'seats': '3'}"
68,49.3119105,-123.0788767,2019-03-31T12:49:17.000-07:00,living_stroage,Cement Seating,"{'wheelchair': 'limited', 'note': 'Cement blocks, no arm chairs, no back rest', 'backrest': 'no', 'seats': '6'}"
69,49.0478988,-122.2904894,2018-07-30T07:50:41.000-07:00,living_stroage,Expressions,"{'inscription': 'Expressions bench sponsored by Abbotsford Arts Council 1999', 'tourism': 'artwork', 'website': 'http://www.tourismabbotsford.ca/Benches', 'artwork_type': 'sculpture', 'artist_name': 'Brian C. Davidson'}"
70,49.2599261,-123.1012697,2019-03-13T19:53:57.000-07:00,living_stroage,Bench By Subway,"{'wheelchair': 'yes', 'note': 'Wood, seats 2, dividing metal arm rest, covered, concrete ground', 'backrest': 'yes', 'ele': '1.5 feet'}"
71,49.2595136,-123.1013283,2019-03-13T19:53:57.000-07:00,living_stroage,Church Bench,"{'wheelchair': 'yes', 'note': 'Division arm rest, wooden, covered, on concrete, metal arm rests, seats 2', 'backrest': 'yes', 'ele': '1.5 feet'}"
72,49.2603905,-123.1009073,2019-03-13T19:53:57.000-07:00,living_stroage,Bus Stop Bench,"{'wheelchair': 'yes', 'note': 'Covered, wooden, accomodates 3 people, on concrete, no siderest', 'backrest': 'yes', 'ele': '2.5ft'}"
73,49.2589301,-123.1013393,2019-03-13T19:53:57.000-07:00,living_stroage,2 Seater Arm Rest Divider,"{'wheelchair': 'no', 'note': 'Wooden, 3 arm rests, uncovered, on concrete,', 'backrest': 'yes', 'ele': '1.5 feet'}"
74,49.260708,-123.1008626,2019-03-13T19:53:57.000-07:00,living_stroage,Sing Sing Bench,"{'wheelchair': 'no', 'note': 'Wooden, no side rests, back rest is glass, accomodates 2 people, uncovered', 'backrest': 'yes', 'ele': '2ft above'}"
75,49.2580656,-123.101324,2019-03-13T19:53:57.000-07:00,living_stroage,Bus Stop Bench,"{'wheelchair': 'yes', 'note': 'Wooden, no side rests, back rest is glass, accomodates 2 people, uncovered', 'backrest': 'yes', 'ele': '1.5 feet'}"
76,49.2583716,-123.1007808,2019-03-13T19:53:58.000-07:00,living_stroage,Main And 14th Plaza,"{'wheelchair': 'yes', 'note': 'Metal chairs and tables, a little flimsy, 15 chairs, arm rest, not covered, fun open gathering space, road is blocked off', 'backrest': 'yes', 'ele': '1.5ft'}"
77,49.2587849,-123.1009453,2019-03-13T19:53:58.000-07:00,living_stroage,Armrest Bench,"{'wheelchair': 'yes', 'note': 'Metal Arm rest, wooden, on concrete, seats 3, covered', 'backrest': 'yes', 'ele': '1.5 feet'}"
78,49.2624965,-123.1011777,2019-03-13T19:53:58.000-07:00,living_stroage,Bus Stop Bench,"{'wheelchair': 'yes', 'note': 'Wooden, metal back rest, seats 3, covered, on concrete', 'backrest': 'yes', 'ele': '1.5 feet'}"
79,49.169281,-122.5755724,2013-01-20T03:38:19.000-08:00,living_stroage,Trans Canada Trail Pavillion,{'tourism': 'information'}
80,49.0491529,-122.2902052,2015-06-14T02:34:20.000-07:00,living_stroage,Three Men Telling Tall Tales Bench 1999,"{'website': 'http://www.tourismabbotsford.ca/Benches', 'artist_name': 'Vladimir Chved', 'tourism': 'artwork', 'artwork_type': 'statue', 'operator': 'Dream Art Productions inc. (604)702 1129', 'start_date': '1999'}"
81,49.0488691,-122.2886721,2015-12-12T22:07:34.000-08:00,living_stroage,STRAUSS AND GALLO WATCHING THE FARM,"{'description': 'The Abbotsford News', 'tourism': 'artwork', 'website': 'http://www.tourismabbotsford.ca/Benches', 'artwork_type': 'sculpture', 'artist_name': 'Norm Williams'}"
82,49.0491084,-122.2887731,2015-07-18T05:17:52.000-07:00,living_stroage,Fraser Valley Real Estate Board,{'bench': 'yes'}
83,49.2394338,-123.1315051,2018-11-25T07:06:44.000-08:00,living_stroage,Scottish Shelter,{}
84,49.2407282,-123.0583235,2020-06-03T02:53:35.000-07:00,living_stroage,Bench,{}
85,49.2407886,-123.0584976,2020-06-03T02:53:56.000-07:00,living_stroage,Bench,{}
86,49.2602119,-123.0304699,2020-06-03T03:13:54.000-07:00,living_stroage,Bench,{}
87,49.2602473,-123.0305509,2020-06-03T03:13:33.000-07:00,living_stroage,Bench,{}
